0.643442 0.5 0.5 2 6 3
0.64337 0.500063 0.500063 2 6 3
0.64336 0.500075 0.500075 2 6 3
0.643298 0.500133 0.500133 2 6 3
0.643176 0.500248 0.500248 2 6 3
0.64293 0.50048 0.50048 2 6 3
0.642546 0.500841 0.500841 2 6 3
0.642162 0.501201 0.501201 2 6 3
0.641778 0.501561 0.501561 2 6 3
0.641394 0.501921 0.501921 2 6 3
0.64101 0.502281 0.502281 2 6 3
0.640626 0.502639 0.502639 2 6 3
0.640242 0.502998 0.502998 2 6 3
0.639858 0.503356 0.503356 2 6 3
0.639475 0.503714 0.503714 2 6 3
0.639091 0.504071 0.504071 2 6 3
0.638707 0.504428 0.504428 2 6 3
0.638323 0.504785 0.504785 2 6 3
0.637939 0.505141 0.505141 2 6 3
0.637556 0.505497 0.505497 2 6 3
0.637172 0.505853 0.505853 2 6 3
0.636788 0.506208 0.506208 2 6 3
0.636404 0.506563 0.506563 2 6 3
0.636021 0.506917 0.506917 2 6 3
0.635637 0.507271 0.507271 2 6 3
0.635253 0.507624 0.507624 2 6 3
0.63487 0.507978 0.507978 2 6 3
0.634486 0.50833 0.50833 2 6 3
0.634103 0.508683 0.508683 2 6 3
0.633719 0.509035 0.509035 2 6 3
0.633336 0.509386 0.509386 2 6 3
0.632952 0.509738 0.509738 2 6 3
0.632569 0.510089 0.510089 2 6 3
0.632186 0.510439 0.510439 2 6 3
0.631802 0.510789 0.510789 2 6 3
0.631419 0.511139 0.511139 2 6 3
0.631036 0.511488 0.511488 2 6 3
0.630652 0.511837 0.511837 2 6 3
0.630269 0.512186 0.512186 2 6 3
0.629886 0.512534 0.512534 2 6 3
0.629503 0.512882 0.512882 2 6 3
0.62912 0.513229 0.513229 2 6 3
0.628737 0.513577 0.513577 2 6 3
0.628354 0.513923 0.513923 2 6 3
0.627971 0.51427 0.51427 2 6 3
0.627588 0.514616 0.514616 2 6 3
0.627205 0.514961 0.514961 2 6 3
0.626822 0.515306 0.515306 2 6 3
0.626439 0.515651 0.515651 2 6 3
0.626056 0.515995 0.515995 2 6 3
0.625673 0.51634 0.51634 2 6 3
0.625291 0.516683 0.516683 2 6 3
0.624908 0.517026 0.517026 2 6 3
0.624525 0.517369 0.517369 2 6 3
0.624143 0.517712 0.517712 2 6 3
0.62376 0.518054 0.518054 2 6 3
0.623378 0.518396 0.518396 2 6 3
0.622995 0.518737 0.518737 2 6 3
0.622613 0.519078 0.519078 2 6 3
0.622231 0.519419 0.519419 2 6 3
0.621848 0.519759 0.519759 2 6 3
0.621466 0.520099 0.520099 2 6 3
0.621084 0.520439 0.520439 2 6 3
0.620702 0.520778 0.520778 2 6 3
0.62032 0.521117 0.521117 2 6 3
0.619938 0.521455 0.521455 2 6 3
0.619556 0.521793 0.521793 2 6 3
0.619174 0.522131 0.522131 2 6 3
0.618792 0.522468 0.522468 2 6 3
0.61841 0.522805 0.522805 2 6 3
0.618028 0.523141 0.523141 2 6 3
0.617647 0.523477 0.523477 2 6 3
0.617265 0.523813 0.523813 2 6 3
0.616883 0.524149 0.524149 2 6 3
0.616502 0.524484 0.524484 2 6 3
0.61612 0.524818 0.524818 2 6 3
0.615739 0.525153 0.525153 2 6 3
0.615358 0.525487 0.525487 2 6 3
0.614976 0.52582 0.52582 2 6 3
0.614595 0.526153 0.526153 2 6 3
0.614214 0.526486 0.526486 2 6 3
0.613833 0.526818 0.526818 2 6 3
0.613452 0.527151 0.527151 2 6 3
0.613071 0.527482 0.527482 2 6 3
0.61269 0.527814 0.527814 2 6 3
0.612309 0.528144 0.528144 2 6 3
0.611928 0.528475 0.528475 2 6 3
0.611548 0.528805 0.528805 2 6 3
0.611167 0.529135 0.529135 2 6 3
0.610786 0.529465 0.529465 2 6 3
0.610406 0.529794 0.529794 2 6 3
0.610025 0.530122 0.530122 2 6 3
0.609645 0.530451 0.530451 2 6 3
0.609265 0.530779 0.530779 2 6 3
0.608884 0.531106 0.531106 2 6 3
0.608504 0.531434 0.531434 2 6 3
0.608124 0.531761 0.531761 2 6 3
0.607744 0.532087 0.532087 2 6 3
0.607364 0.532413 0.532413 2 6 3
0.606984 0.532739 0.532739 2 6 3
0.606604 0.533065 0.533065 2 6 3
0.606224 0.53339 0.53339 2 6 3
0.605845 0.533714 0.533714 2 6 3
0.605465 0.534039 0.534039 2 6 3
0.605086 0.534363 0.534363 2 6 3
0.604706 0.534686 0.534686 2 6 3
0.604327 0.535009 0.535009 2 6 3
0.603947 0.535332 0.535332 2 6 3
0.603568 0.535655 0.535655 2 6 3
0.603189 0.535977 0.535977 2 6 3
0.60281 0.536299 0.536299 2 6 3
0.602431 0.53662 0.53662 2 6 3
0.602052 0.536941 0.536941 2 6 3
0.601673 0.537262 0.537262 2 6 3
