0.425456 0.3 0.3 2 3 3
0.425451 0.300011 0.300011 2 3 3
0.425468 0.299986 0.299986 2 3 3
0.425488 0.29996 0.29996 2 3 3
0.425527 0.299909 0.299909 2 3 3
0.425606 0.299805 0.299805 2 3 3
0.425729 0.299644 0.299644 2 3 3
0.425852 0.299483 0.299483 2 3 3
0.425975 0.299321 0.299321 2 3 3
0.426099 0.299159 0.299159 2 3 3
0.426222 0.298997 0.298997 2 3 3
0.426346 0.298834 0.298834 2 3 3
0.42647 0.298671 0.298671 2 3 3
0.426593 0.298508 0.298508 2 3 3
0.426717 0.298345 0.298345 2 3 3
0.426841 0.298182 0.298182 2 3 3
0.426966 0.298019 0.298019 2 3 3
0.42709 0.297855 0.297855 2 3 3
0.427214 0.297691 0.297691 2 3 3
0.427339 0.297527 0.297527 2 3 3
0.427463 0.297363 0.297363 2 3 3
0.427588 0.297198 0.297198 2 3 3
0.427713 0.297034 0.297034 2 3 3
0.427838 0.296869 0.296869 2 3 3
0.427963 0.296704 0.296704 2 3 3
0.428088 0.296539 0.296539 2 3 3
0.428214 0.296373 0.296373 2 3 3
0.428339 0.296207 0.296207 2 3 3
0.428465 0.296041 0.296041 2 3 3
0.42859 0.295875 0.295875 2 3 3
0.428716 0.295708 0.295708 2 3 3
0.428842 0.295542 0.295542 2 3 3
0.428968 0.295375 0.295375 2 3 3
0.429094 0.295208 0.295208 2 3 3
0.42922 0.295041 0.295041 2 3 3
0.429347 0.294873 0.294873 2 3 3
0.429473 0.294705 0.294705 2 3 3
0.4296 0.294537 0.294537 2 3 3
0.429727 0.294369 0.294369 2 3 3
0.429854 0.294201 0.294201 2 3 3
0.429981 0.294032 0.294032 2 3 3
0.430108 0.293863 0.293863 2 3 3
0.430235 0.293694 0.293694 2 3 3
0.430363 0.293524 0.293524 2 3 3
0.43049 0.293355 0.293355 2 3 3
0.430618 0.293185 0.293185 2 3 3
0.430746 0.293015 0.293015 2 3 3
0.430873 0.292845 0.292845 2 3 3
0.431001 0.292675 0.292675 2 3 3
0.431129 0.292505 0.292505 2 3 3
0.431257 0.292333 0.292333 2 3 3
0.431385 0.292163 0.292163 2 3 3
0.431514 0.291991 0.291991 2 3 3
0.431642 0.29182 0.29182 2 3 3
0.43177 0.291649 0.291649 2 3 3
0.431899 0.291477 0.291477 2 3 3
0.432027 0.291306 0.291306 2 3 3
0.432155 0.291135 0.291135 2 3 3
0.432282 0.290965 0.290965 2 3 3
0.432411 0.290793 0.290793 2 3 3
0.432537 0.290625 0.290625 2 3 3
0.432665 0.290452 0.290452 2 3 3
0.432793 0.290281 0.290281 2 3 3
0.432921 0.290109 0.290109 2 3 3
0.43305 0.289938 0.289938 2 3 3
0.433178 0.289766 0.289766 2 3 3
0.433306 0.289593 0.289593 2 3 3
0.433435 0.289421 0.289421 2 3 3
0.433564 0.289248 0.289248 2 3 3
0.433693 0.289075 0.289075 2 3 3
0.433822 0.288902 0.288902 2 3 3
0.43395 0.288729 0.288729 2 3 3
0.434078 0.288557 0.288557 2 3 3
0.434206 0.288385 0.288385 2 3 3
0.434332 0.288215 0.288215 2 3 3
0.43446 0.288043 0.288043 2 3 3
0.434588 0.28787 0.28787 2 3 3
0.434718 0.287696 0.287696 2 3 3
